transaction_id,user_id,category,amount,timestamp
cd8dc02f-d59b-41fc-8df6-fd8f49499090,525,Home,199.52,2024-11-22T08:51:57
e087222a-834f-4d57-a652-8d32e64b5445,196,Home,83.56,2024-08-16T00:22:38
c53dbcb7-a91c-4cc3-bcfe-51d5f7834425,40,Electronics,1692.04,2024-02-22T19:08:29
09d4e2ee-75fb-4cbc-8405-c23b8cb4833d,851,Clothing,117.09,2024-05-29T16:34:31
a2b20209-cda6-43d5-b803-78ea3a8fd085,394,Sports,133.76,2024-07-10T00:18:11
947ae094-82c9-4ea0-b091-78a8f528acdb,372,Clothing,142.17,2024-04-03T15:11:44
062a9ac2-e413-44ee-8ae6-ad98cd57d9e2,573,Sports,16.77,2024-11-07T23:32:20
25a77f5e-415c-46e9-916d-e008fffe8c2b,799,Electronics,1833.45,2024-09-27T23:04:43
07fe9133-1391-4e8a-89fe-63fb8fadb2b9,781,Sports,69.27,2024-05-29T12:11:48
712b77dc-85ab-4765-94c2-a0b97ba04bb4,375,Sports,178.91,2024-01-05T17:15:56
868ddb76-a108-442a-9061-360080aa35e2,48,Books,42.26,2024-03-05T07:57:55
c8b97341-b84a-4363-b95f-de9c7a739c28,470,Clothing,23.86,2024-10-14T18:28:00
51270315-97b8-445b-8936-71c5e5c1ba64,586,Home,15.88,2024-11-20T18:22:14
23069635-3ac5-4219-ba55-0bbccb294669,325,Sports,96.1,2024-07-17T01:18:11
dfab2138-1b68-429e-ad94-7142e1d4592e,246,Books,171.93,2024-02-18T12:27:32
c9fd4f06-9415-4690-a61c-96a4fa8dd262,67,Books,138.78,2024-07-22T01:39:00
98548c59-8891-4623-bc2b-a29da731d6f7,966,Clothing,81.76,2024-05-17T21:58:49
b2fdab6f-af85-46a3-9db4-f27b35c0737a,130,Sports,102.3,2024-09-22T03:01:15
f84d72e9-d6a7-44a8-ba24-8956f97b095d,958,Books,144.93,2024-10-05T09:15:43
37d47af6-f336-4b14-92c8-f0642735e06b,709,Electronics,78.64,2024-03-22T14:12:26
c3a7d5a8-d407-4b72-904d-320c4a73191c,417,Books,120.79,2024-05-23T15:15:58
93cc6403-e7b7-44a5-813a-32957467fe87,857,Electronics,213.3,2024-05-23T18:36:25
95c4ea0c-e730-48cb-b501-54e7c2e1f3a7,796,Electronics,302.54,2024-02-28T12:53:51
ec04bfc3-2e45-4243-bb0a-26bef8071431,918,Electronics,922.29,2024-01-20T06:35:22
a83c1c23-a045-4985-9d07-70d577692dbc,342,Books,166.56,2024-05-15T20:13:24
6e686521-afa4-4b97-a209-205f796852ef,765,Clothing,158.61,2024-02-19T10:32:30
080b3829-449d-4050-859b-5474196c4c64,130,Sports,90.02,2024-04-13T11:21:38
f3228783-dd72-4cd1-acd9-fc991b8b9a63,163,Home,73.87,2024-01-09T22:10:23
6db19137-d09e-43b3-b2c4-fb954888b5cc,256,Electronics,1478.01,2024-10-27T13:11:24
422e6ee1-4c3d-4472-868c-bf4454aad118,376,Books,145.3,2024-09-03T06:08:59
cc7d77ba-df44-4a79-95ea-5556e7e1cfcb,849,Sports,83.22,2024-12-25T03:59:28
b120f0de-c33c-4379-a355-2d5e8454fa84,549,Home,99.21,2024-04-08T19:50:38
128512ed-7d32-416b-8b63-e54471727fe1,431,Electronics,1553.63,2024-07-27T23:27:55
e578c03a-7988-4ed4-8264-9c8691a2601b,342,Books,24.81,2024-11-12T11:00:52
6ca5d4ad-c162-4f5b-afe8-ebb8ecb081d2,371,Sports,187.79,2024-03-16T21:47:33
c67f3267-5934-43ec-8188-64cff395457c,935,Sports,51.71,2024-10-16T14:40:06
4e7431e4-64f2-4952-9de5-48d94a4a4f91,46,Books,63.67,2024-01-26T15:12:32
bef7eb6b-18d0-418a-8010-a22380887476,129,Sports,180.95,2024-08-12T23:50:17
f1f240ec-7a8a-4900-bfd6-f045e68a4d8e,303,Electronics,1949.95,2024-01-12T17:38:02
bcd4920c-d9ad-4b1b-b0b2-cab8d60a20b1,552,Sports,173.91,2024-08-22T05:17:36
8f5b0816-0c18-4dca-953a-ea3ae9453ed9,579,Electronics,139.33,2024-07-09T00:39:41
6a407649-f602-4c27-b223-978a342dde4c,881,Clothing,111.72,2024-01-05T12:59:01
ad6d047f-0a21-4eab-8142-3bbf8b82939c,121,Clothing,116.22,2024-03-20T07:13:16
346a1e78-4e41-4b37-a1ed-a0a86a99da6f,424,Sports,178.76,2024-09-22T03:35:35
5a99c113-0b07-465b-a772-7677b76f1f4f,21,Clothing,86.57,2024-08-11T18:50:14
a99d2472-ff92-4b01-a7c9-a1fce131db00,203,Clothing,68.51,2024-10-30T14:34:02
a77d6cae-9743-4707-b1b1-ca3383b92c3f,833,Electronics,1800.71,2024-10-06T20:22:00
ee352196-4641-4f00-ba07-07a202c07cae,736,Clothing,88.79,2024-09-15T23:01:55
18b704ab-25a5-4e5e-9514-60b7429d6e52,536,Home,71.8,2024-11-27T19:20:24
89ba90c7-8464-41da-b020-00e611ef9a75,441,Sports,52.6,2024-04-03T02:02:46
c03d10d3-7f97-4c5c-9a75-ab7d3c6943e6,187,Home,41.9,2024-10-06T04:26:10
bd2c81aa-245b-43a5-b174-46b26f889cfe,121,Home,156.47,2024-07-31T01:36:13
eabda67d-1f04-4c98-91d3-b0c501102a06,385,Home,73.81,2024-08-07T10:20:07
d4936812-72b9-4bfa-b893-e41f9f8b4f94,768,Books,93.51,2024-09-04T14:59:30
e556f5ea-b072-45af-b320-b6e9303f7def,734,Electronics,1130.87,2024-02-10T20:57:04
42f542bf-81ba-4937-b48f-f0f81e5820e5,524,Books,115.12,2024-02-25T03:03:29
3bd6e838-f0cd-4770-b9e1-aa88031c7648,578,Sports,114.34,2024-02-09T14:42:43
5d362796-335b-4657-a049-e9388a37926d,522,Books,25.63,2024-01-31T19:07:54
70eb188f-6863-4a43-9f87-c9fca360c9fc,675,Books,126.77,2024-04-03T15:02:38
2a2125c8-1be6-43d5-a230-59ccf3478331,373,Sports,80.19,2024-07-03T23:47:36
136e280f-c389-49d1-83a2-78e0abb066fb,581,Clothing,47.99,2024-03-29T10:26:03
0d95cbf3-d783-4488-b21b-a6626e3b72b1,401,Sports,90.15,2024-09-05T00:45:59
991d4055-0a75-4927-98e0-cf4625f46bda,812,Books,182.97,2024-04-04T14:50:02
eaaefa06-50c0-491f-88ba-1af6b2b5d294,111,Electronics,80.26,2024-07-25T17:49:07
edcd57ae-89d3-4471-8397-4a1ad76294d3,582,Clothing,183.59,2024-10-28T02:10:41
092f916a-70af-4653-a85b-d0e3571ea2c8,404,Clothing,108.68,2024-11-19T10:11:21
1c936027-83c6-4b01-9909-290bc20bfacc,834,Books,113.22,2024-08-21T09:07:23
39073ff0-97aa-47e5-b948-d37cab333e5e,542,Books,74.73,2024-01-22T09:17:00
98c5cf12-21d6-45db-b41e-a196545fa040,507,Clothing,138.36,2024-09-30T13:55:43
c7644358-7413-4ce2-8f79-b2c3a01f408f,830,Sports,104.66,2024-07-02T10:39:10
dc55203c-d015-449e-954a-9e6280766bcb,120,Electronics,316.61,2024-02-18T14:02:11
d1ad8ba2-a7b7-4c07-9dbc-c201c3710faf,715,Sports,120.59,2024-04-16T07:08:22
46a1f9d2-3bb9-4459-9e49-22736be2dfa3,611,Electronics,383.22,2024-06-07T11:52:39
c210cd44-bdf6-45aa-b0a8-9f94b32d0b93,408,Electronics,690.37,2024-05-19T02:51:34
86dfb07a-ae9b-41c4-a2aa-15b88af3b493,795,Home,30.34,2024-02-19T00:13:32
67c6da4f-c969-40c2-9722-2f23feae5639,952,Books,151.36,2024-07-21T09:59:03
53252d95-7da2-4c19-8cfe-84cb908c63f7,354,Sports,82.53,2024-12-06T08:04:32
6194bdd7-450c-41c8-90c5-e28f36dc87af,737,Clothing,52.9,2024-09-25T00:08:14
75ea0b8f-cb5e-482c-b5cf-90826952cc3a,678,Clothing,120.08,2024-08-03T15:35:55
199e0d4c-9a71-420e-809b-5a53ffb29ad4,435,Sports,163.66,2024-01-07T18:22:25
4dedaa9d-9104-47bf-9239-6f76bcb3846a,903,Clothing,199.21,2024-11-07T15:56:15
040de355-55e1-40fd-b760-1a4188213cc6,34,Sports,52.09,2024-04-16T02:34:21
1f8ca8a3-13d7-4a4c-b87c-01c0e71d608a,297,Sports,117.6,2024-09-02T12:52:18
737689fb-fd13-438e-8802-db0676ac6d8b,194,Clothing,130.71,2024-08-31T17:04:30
d797abdf-18da-4f8f-aa6c-08967a4056a9,581,Sports,99.28,2024-09-18T19:19:09
2d546e18-64ce-44d0-a559-1b51a2f22df1,980,Books,104.63,2024-02-27T22:25:50
3ebc2f5c-a740-4f43-98f1-652a38a44388,62,Books,49.44,2024-03-06T17:55:39
d3d22f9f-cae7-4ffa-92d8-926bbdd45ebc,997,Home,134.52,2024-02-28T01:06:49
c6a18e0d-e825-4df5-a403-7ccfbe675167,229,Home,72.23,2024-11-16T19:01:03
fc8b2273-bab1-4a6f-9696-6ce00c8f2914,370,Sports,189.85,2024-12-08T02:21:52
ad4b0e6a-e5ee-40f3-80e0-af76cb3c6937,497,Electronics,163.39,2024-01-08T21:46:09
f8b600ea-9c10-4fb0-ac04-de0739e7f2b8,27,Electronics,973.68,2024-04-13T00:17:37
c56b0112-5c89-4acc-8913-352087cf2586,358,Home,123.98,2024-10-10T13:02:40
e3009e3c-b7e8-4abf-b8b2-bd2d0df4812a,118,Books,132.8,2024-10-15T17:44:42
c07421a4-32b6-4b35-916d-4bae878dc791,375,Books,134.5,2024-03-24T23:21:26
d6b17d4a-d49e-44f8-92f6-aedca5729a7b,392,Clothing,59.99,2024-02-21T11:38:35
0b4e9d1c-098b-4a03-a7fe-aa8f6c59a120,129,Sports,53.63,2024-09-08T00:48:27
918be3cb-0dda-4ad8-9953-a3ec22cf355f,40,Electronics,1290.46,2024-11-14T01:37:14
1fae1e2e-d185-4c33-9547-18a6fd250402,235,Sports,94.04,2024-02-25T20:29:16
1731405c-3f75-48ad-ba57-2f6d2a904bb1,300,Clothing,133.64,2024-09-15T06:24:02
d733749a-f3d2-45b9-8896-cc6d715c8e18,254,Home,91.84,2024-02-01T01:46:34
ebc55dd0-ea24-471d-8294-fe2e0c51b1d6,921,Home,177.1,2024-08-26T10:16:17
c11f0daa-9688-49bb-826a-a6add9c248ba,424,Clothing,56.94,2024-04-09T14:54:01
186dd72e-cc4f-49c3-ae50-ffaea1bff855,42,Electronics,634.64,2024-01-18T15:23:52
c0795f47-cae3-46d9-bbbd-4520e520fe51,314,Electronics,1289.33,2024-11-03T12:35:46
47e94c86-1647-4b2a-a43f-aae13ebb96d8,639,Home,150.64,2024-03-26T06:46:05
6e33e312-9fd2-439e-b0ff-8fa07feb8beb,369,Sports,112.8,2024-10-19T19:16:45
fa237d71-5c20-4a9a-b350-f77b4b43c785,953,Electronics,422.34,2024-02-16T16:44:53
5924fc03-f703-4441-8f4b-b8d20aae8acf,72,Sports,179.51,2024-04-15T14:09:58
2e816222-29a6-410a-9795-131b9093aa07,994,Home,77.31,2024-01-15T15:27:07
3d66b68f-919e-4ba5-b40a-41f80061015c,958,Sports,163.42,2024-02-15T18:12:09
492493c8-f7bb-4210-9c5c-e39a4c2510e7,330,Electronics,1778.59,2024-10-22T21:42:36
cf3e7234-62af-4c0c-a238-cecc47d1eb30,931,Clothing,13.05,2024-07-22T14:10:59
2e3a3d5a-01d2-44b6-9960-4678dbccd96c,521,Books,90.83,2024-01-12T21:21:57
0715aa69-4479-4fd1-b24d-8bccd42671d4,606,Home,66.93,2024-10-09T01:34:13
3bd5d51a-0744-4776-807a-bb0c881b255a,469,Home,77.51,2024-12-30T22:34:20
66c6da20-4776-482c-9a9e-ed879f3823f8,76,Clothing,156.86,2024-06-07T09:46:41
8190592f-f06d-4341-be2b-0e269f289a46,340,Sports,100.69,2024-03-22T13:09:27
a9f52e58-6702-4123-886f-c427cb0fa427,682,Books,177.36,2024-04-08T17:12:30
2bbce73f-7fa4-422b-abfd-f7da7e0c8c51,507,Clothing,84.04,2024-10-01T10:40:45
5ac4f093-9314-41b6-82bc-5a921bca8136,214,Electronics,197.2,2024-12-05T03:22:43
d63d5c65-22d6-4bf8-b405-1bc7a0eda213,854,Clothing,176.37,2024-08-19T10:37:36
c882f026-a57c-44fb-a69d-37869b029a25,248,Electronics,1750.89,2024-05-22T04:08:21
0fcf3754-57a3-436f-81f1-602007031a5c,999,Books,174.35,2024-03-31T03:19:41
208396fb-27d3-4b2e-ae8e-328c3ee6b484,840,Electronics,1010.42,2024-09-19T21:52:19
087983b1-ccae-48f3-8314-48e90717f206,5,Electronics,1075.56,2024-04-23T22:21:22
6a151d61-15d0-4b6c-9c37-4cc1b975633a,756,Books,14.2,2024-07-02T23:14:13
b32ac5e5-c144-4135-ab8e-cb97441b271f,294,Sports,16.27,2024-10-24T23:22:52
5124d952-d0e0-4fe4-b5ee-da42c116108b,105,Electronics,931.86,2024-12-27T19:04:20
03eb1656-2670-4060-9572-a9f56f26ff64,657,Electronics,611.15,2024-06-18T09:50:48
28217e13-6788-4653-b272-2d04580f845f,586,Clothing,47.74,2024-02-02T06:41:08
189d6a66-510a-49f8-b210-ec05109988fe,955,Home,70.13,2024-06-15T08:35:31
c2176273-0168-4b58-a608-fef27f8f86c2,351,Electronics,192.39,2024-01-08T11:51:05
a9361e70-ed77-4457-9946-562da35ade0e,716,Sports,98.77,2024-03-09T10:47:11
8b69fb82-7011-4e7a-be84-20942d5b16aa,364,Books,79.73,2024-05-03T12:54:31
cb65af0d-5eed-4838-9f83-efb871957a66,404,Books,153.93,2024-12-27T03:12:33
71bf47dc-cf89-4773-84ee-a0ca3f08f596,356,Home,37.35,2024-12-02T14:00:49
a92900a2-30e0-495a-bbfe-df34df49b672,228,Clothing,136.6,2024-12-19T23:48:18
20a2e72f-6d1c-4bcc-952f-c706ffb10480,38,Clothing,151.58,2024-12-02T04:10:43
7803c323-5df1-46be-a785-b1b1a867e6ad,474,Clothing,60.41,2024-12-14T23:08:20
c51d1794-4439-403b-b58f-4bb299f14e57,155,Sports,150.76,2024-11-18T14:02:57
1e94af2a-b6fc-4f42-9168-74637efa43bc,190,Sports,82.92,2024-06-25T19:36:55
7f87e615-c5e6-414a-96a9-5658b54df8fb,788,Clothing,185.58,2024-08-14T12:24:08
6e7d4289-94ac-4340-bbef-ea6e72e49219,988,Sports,106.35,2024-04-06T03:04:49
3ab6d683-9815-4c5b-82aa-3ae9c67358bd,993,Clothing,130.96,2024-11-09T00:41:29
4f390c97-3735-42ca-819a-564204e830c6,722,Home,41.55,2024-01-30T08:42:41
4b054ea2-57ce-4111-8bee-61590df40994,590,Electronics,91.0,2024-11-01T11:22:23
2302d373-6cca-4301-a44d-2b3b48f2c773,779,Sports,126.29,2024-09-15T06:47:18
9093a427-b856-40f1-87e2-c7bd1417a4e0,266,Home,117.48,2024-06-11T21:15:23
003619d2-4f26-4880-92ba-6c0c3a64ae5e,968,Books,186.3,2024-10-15T00:59:19
82974946-4c03-47dc-a20a-b490789c2dc2,258,Sports,191.0,2024-03-20T11:42:38
282d845d-6c52-4f00-9445-4541c1aafc03,1000,Home,125.49,2024-07-25T13:57:59
f54e9d88-1358-4cea-b3db-b6db4c87795f,993,Home,49.51,2024-12-08T01:36:44
9e5210f9-b943-4c77-b655-f31ba6a30560,164,Sports,155.49,2024-05-29T04:07:39
fd0fd53c-3d93-469c-a315-14b4c258a81d,172,Sports,196.17,2024-04-30T14:29:21
32a073cc-3adc-4795-a1a3-29577c033a39,406,Electronics,231.14,2024-08-10T11:48:04
f69c6f63-d534-47fe-a609-0878c9dcedf1,816,Books,196.86,2024-07-24T00:30:32
dc4e788d-c9d5-43ef-98b0-3061f085720a,217,Home,47.66,2024-02-07T02:16:02
c648fe4c-1fdb-4270-ba30-5929c0a6c972,99,Home,56.02,2024-11-25T12:49:27
d41f3fe0-f429-4f1f-ae32-259484029982,498,Sports,30.79,2024-09-08T02:36:58
89feaba8-bb83-4e2b-9a6a-52e15fb32b45,18,Clothing,27.07,2024-04-20T19:46:13
015cb5b5-2ca7-4f6c-8a99-99b8fe04da65,693,Sports,25.68,2024-05-25T23:40:41
4c02beaa-aa66-4981-98e9-0d95398b0a7f,634,Sports,26.36,2024-09-13T02:32:28
b8e9b11e-6669-4511-b765-ffed63a223f6,263,Electronics,91.21,2024-05-24T12:30:59
c0355c28-2b4c-45c9-8b18-9b7792130f27,682,Books,197.87,2024-05-04T03:38:05
1d803011-a5b4-4dce-aa06-c801fdf5acac,85,Books,65.67,2024-09-07T01:11:15
f8cfd3a1-fbe2-4876-93ac-29f3156e1d24,964,Home,99.69,2024-12-21T03:06:51
5843aa0a-9bd3-48fa-8e2c-412a249c760d,290,Books,155.55,2024-12-30T21:26:47
ee44223f-8801-4ece-ac40-0658f4f8a47f,536,Electronics,572.48,2024-08-27T22:31:35
ee788441-baaa-4c2a-911d-a4afe93616ef,787,Home,120.48,2024-04-15T06:26:24
a4960be5-5339-4268-8470-e68a713d80ae,544,Clothing,66.48,2024-04-27T16:35:53
7cc6a23b-2ba8-47be-88c6-6b75fbfe9ea2,989,Sports,189.2,2024-10-25T03:24:29
b8c2af1c-d9b9-4a83-84f7-eba7464900bc,617,Books,145.66,2024-10-06T05:55:38
4daed711-8784-47ae-9004-9ef0f29a09a5,109,Home,164.79,2024-08-21T10:57:40
fdbc47e8-a9d9-4e9e-802e-fee70cef8f09,246,Electronics,945.38,2024-07-08T21:35:39
2abfc10f-b6ea-43ab-8514-f84255706c7d,465,Sports,119.48,2024-02-10T05:35:11
ac098aa2-7316-4934-a53d-8c70b29b02aa,475,Books,125.9,2024-09-14T11:43:43
57684876-0822-426a-9066-7d5412b39451,862,Home,26.79,2024-09-28T14:27:47
ec27e597-7057-4bb0-b556-897477f4f771,883,Clothing,156.54,2024-11-26T23:33:26
eaf46416-f4ef-4771-82a7-a0b522903684,709,Books,129.96,2024-07-29T01:48:48
eda6491d-0b72-41e7-8507-fb2ede9f5db3,622,Books,57.8,2024-11-28T15:19:01
0502aa27-5c21-4d19-80f2-d319d16a0fb0,364,Sports,147.9,2024-09-12T14:36:23
48659f6a-eb5e-4f5a-8a3e-02ae95c4fae8,41,Home,146.37,2024-08-31T08:33:04
63c35e77-65c5-4a2d-87e6-8293025101c2,760,Home,78.23,2024-01-07T17:50:05
0560704a-707f-410c-ba91-38037456c472,698,Sports,73.15,2024-04-16T03:53:14
8305678d-8f74-4c6b-9491-16d29929872e,373,Home,139.08,2024-01-23T04:18:19
c1dd81ba-7377-4731-95b4-7f6c4897413a,931,Sports,180.51,2024-06-19T23:17:41
30313821-d609-4613-a2d5-7b378cb3fde0,50,Books,38.63,2024-10-19T04:17:06
861ec5e5-c86b-48e6-9e79-23f38c54632a,205,Electronics,1390.39,2024-01-01T17:12:14
c627ad17-f443-4391-b325-1398a08ce961,501,Books,138.23,2024-08-08T11:47:33
29949f12-f3b3-4878-93b8-4285d8d8c37b,843,Sports,18.56,2024-02-14T05:55:13
0f26e9b7-11e2-4b0b-8c87-e5cb111f0619,12,Electronics,1268.42,2024-09-04T21:41:21
ee232de9-8973-4ed2-9561-0e109f7b3fc1,805,Electronics,1937.49,2024-12-04T10:38:56
46cb2b92-5988-4129-a75c-337ef265ce64,313,Clothing,73.14,2024-06-08T18:56:13
18cf77d7-7cb0-4666-ac9e-f61398657687,427,Sports,110.36,2024-12-06T05:51:02
d35798bd-aad6-4d02-b82e-ca96344e234e,552,Electronics,1110.69,2024-05-20T09:44:47
77c4f64c-e1a8-4560-84dc-0e494a6adeb3,629,Home,92.53,2024-12-14T18:51:25
a14b5f8d-b24a-4bc9-a2fb-27c64012f1d1,883,Home,106.97,2024-05-24T23:19:09
db70fe9b-72b5-4191-83db-2c6976c1c7f9,244,Home,37.67,2024-04-11T10:42:04
8511273a-46cb-4c3e-aa52-f9e0c68a1900,68,Books,62.81,2024-12-25T07:43:07
2922eeb8-fc99-4e6b-9ad9-b1556c373321,459,Home,132.29,2024-03-21T02:38:21
c2cdb0e0-67fb-4cfb-9588-f24207d97e01,954,Electronics,477.2,2024-07-14T07:21:51
14ae4f78-9fe6-4dd1-a128-6501339497b3,976,Books,195.03,2024-09-11T05:33:03
9a464f24-d7a4-4d5b-a390-19116965c85a,617,Electronics,239.13,2024-07-13T12:16:39
